date,State,Type,Confirmed
Feb 1 2016,South Australia,A(H3N2),0
Feb 1 2016,South Australia,A(unsubtyped),96
Feb 1 2016,South Australia,B,34
Feb 1 2016,South Australia,C,0
Feb 1 2016,South Australia,A and B,0
Feb 1 2016,South Australia,Untyped,0
Feb 1 2016,Tasmania,A(H1N1)pdm09,2
Feb 1 2016,Tasmania,A(H3N2),3
Feb 1 2016,Tasmania,A(unsubtyped),8
Feb 1 2016,Tasmania,B,3
Feb 1 2016,Tasmania,C,0
Feb 1 2016,Tasmania,A and B,0
Feb 1 2016,Tasmania,Untyped,0
Feb 1 2016,Victoria,A(H1N1)pdm09,11
Feb 1 2016,Victoria,A(H3N2),1
Feb 1 2016,Victoria,A(unsubtyped),145
Feb 1 2016,Victoria,B,27
Feb 1 2016,Victoria,C,0
Feb 1 2016,Victoria,A and B,3
Feb 1 2016,Victoria,Untyped,1
Feb 1 2016,Western Australia,A(H1N1)pdm09,64
Feb 1 2016,Western Australia,A(H3N2),9
Feb 1 2016,Western Australia,A(unsubtyped),71
Feb 1 2016,Western Australia,B,31
Feb 1 2016,Western Australia,C,0
Feb 1 2016,Western Australia,A and B,0
Feb 1 2016,Western Australia,Untyped,0
Mar 1 2016,New South Wales,A(H1N1)pdm09,257
Mar 1 2016,New South Wales,A(H3N2),28
Mar 1 2016,New South Wales,A(unsubtyped),251
Mar 1 2016,New South Wales,B,134
Mar 1 2016,New South Wales,C,0
Mar 1 2016,New South Wales,A and B,1
Mar 1 2016,New South Wales,Untyped,7
Mar 1 2016,Northern Territory,A(H1N1)pdm09,7
Mar 1 2016,Northern Territory,A(H3N2),0
Mar 1 2016,Northern Territory,A(unsubtyped),3
Mar 1 2016,Northern Territory,B,4
Mar 1 2016,Northern Territory,C,0
Mar 1 2016,Northern Territory,A and B,1
Mar 1 2016,Northern Territory,Untyped,0
Mar 1 2016,Queensland,A(H1N1)pdm09,163
Mar 1 2016,Queensland,A(H3N2),33
Mar 1 2016,Queensland,A(unsubtyped),747
Mar 1 2016,Queensland,B,148
Mar 1 2016,Queensland,C,0
Mar 1 2016,Queensland,A and B,0
Mar 1 2016,Queensland,Untyped,0
Mar 1 2016,South Australia,A(H1N1)pdm09,0
Mar 1 2016,South Australia,A(H3N2),0
Mar 1 2016,South Australia,A(unsubtyped),126
Mar 1 2016,South Australia,B,51
Mar 1 2016,South Australia,C,0
Mar 1 2016,South Australia,A and B,0
Mar 1 2016,South Australia,Untyped,0
Mar 1 2016,Tasmania,A(H1N1)pdm09,4
Mar 1 2016,Tasmania,A(H3N2),1
Mar 1 2016,Tasmania,A(unsubtyped),15
Mar 1 2016,Tasmania,B,1
Mar 1 2016,Tasmania,C,0
Mar 1 2016,Tasmania,A and B,0
Mar 1 2016,Tasmania,Untyped,0
Mar 1 2016,Victoria,A(H1N1)pdm09,33
Mar 1 2016,Victoria,A(H3N2),1
Mar 1 2016,Victoria,A(unsubtyped),194
Mar 1 2016,Victoria,B,61
Mar 1 2016,Victoria,C,0
Mar 1 2016,Victoria,A and B,3
Mar 1 2016,Victoria,Untyped,2
Mar 1 2016,Western Australia,A(H1N1)pdm09,60
Mar 1 2016,Western Australia,A(H3N2),22
Mar 1 2016,Western Australia,A(unsubtyped),76
Mar 1 2016,Western Australia,B,40
Mar 1 2016,Western Australia,C,0
Mar 1 2016,Western Australia,A and B,0
Mar 1 2016,Western Australia,Untyped,0
Apr 1 2016,New South Wales,A(H1N1)pdm09,315
Apr 1 2016,New South Wales,A(H3N2),21
Apr 1 2016,New South Wales,A(unsubtyped),360
Apr 1 2016,New South Wales,B,178
Apr 1 2016,New South Wales,C,0
Apr 1 2016,New South Wales,A and B,5
Apr 1 2016,New South Wales,Untyped,2
Apr 1 2016,Northern Territory,A(H1N1)pdm09,17
Apr 1 2016,Northern Territory,A(H3N2),1
Apr 1 2016,Northern Territory,A(unsubtyped),8
Apr 1 2016,Northern Territory,B,2
Apr 1 2016,Northern Territory,C,0
Apr 1 2016,Northern Territory,A and B,0
Apr 1 2016,Northern Territory,Untyped,0
Apr 1 2016,Queensland,A(H1N1)pdm09,127
Apr 1 2016,Queensland,A(H3N2),30
Apr 1 2016,Queensland,A(unsubtyped),608
Apr 1 2016,Queensland,B,177
Apr 1 2016,Queensland,C,0
Apr 1 2016,Queensland,A and B,0
Apr 1 2016,Queensland,Untyped,0
Apr 1 2016,South Australia,A(H1N1)pdm09,0
Apr 1 2016,South Australia,A(H3N2),0
Apr 1 2016,South Australia,A(unsubtyped),216
Apr 1 2016,South Australia,B,83
Apr 1 2016,South Australia,C,0
Apr 1 2016,South Australia,A and B,0
Apr 1 2016,South Australia,Untyped,0
Apr 1 2016,Tasmania,A(H1N1)pdm09,3
Apr 1 2016,Tasmania,A(H3N2),0
Apr 1 2016,Tasmania,A(unsubtyped),19
Apr 1 2016,Tasmania,B,5
Apr 1 2016,Tasmania,C,0
Apr 1 2016,Tasmania,A and B,0
Apr 1 2016,Tasmania,Untyped,0
Apr 1 2016,Victoria,A(H1N1)pdm09,61
Apr 1 2016,Victoria,A(H3N2),0
Apr 1 2016,Victoria,A(unsubtyped),272
Apr 1 2016,Victoria,B,105
Apr 1 2016,Victoria,C,0
Apr 1 2016,Victoria,A and B,1
Apr 1 2016,Victoria,Untyped,1
Apr 1 2016,Western Australia,A(H1N1)pdm09,29
Apr 1 2016,Western Australia,A(H3N2),13
Apr 1 2016,Western Australia,A(unsubtyped),83
Apr 1 2016,Western Australia,B,64
Apr 1 2016,Western Australia,C,0
Apr 1 2016,Western Australia,A and B,0
Apr 1 2016,Western Australia,Untyped,0
May 1 2016,New South Wales,A(H1N1)pdm09,164
May 1 2016,New South Wales,A(H3N2),48
May 1 2016,New South Wales,A(unsubtyped),249
May 1 2016,New South Wales,B,121
May 1 2016,New South Wales,C,0
May 1 2016,New South Wales,A and B,1
May 1 2016,New South Wales,Untyped,2
May 1 2016,Northern Territory,A(H1N1)pdm09,3
May 1 2016,Northern Territory,A(H3N2),5
May 1 2016,Northern Territory,A(unsubtyped),5
May 1 2016,Northern Territory,B,3
May 1 2016,Northern Territory,C,0
May 1 2016,Northern Territory,A and B,0
May 1 2016,Northern Territory,Untyped,0
May 1 2016,Queensland,A(H1N1)pdm09,59
May 1 2016,Queensland,A(H3N2),40
May 1 2016,Queensland,A(unsubtyped),385
May 1 2016,Queensland,B,127
May 1 2016,Queensland,C,0
May 1 2016,Queensland,A and B,0
May 1 2016,Queensland,Untyped,0
May 1 2016,South Australia,A(H1N1)pdm09,0
May 1 2016,South Australia,A(H3N2),0
May 1 2016,South Australia,A(unsubtyped),93
May 1 2016,South Australia,B,31
May 1 2016,South Australia,C,0
May 1 2016,South Australia,A and B,0
May 1 2016,South Australia,Untyped,0
May 1 2016,Tasmania,A(H1N1)pdm09,4
May 1 2016,Tasmania,A(H3N2),1
May 1 2016,Tasmania,A(unsubtyped),8
May 1 2016,Tasmania,B,4
May 1 2016,Tasmania,C,0
May 1 2016,Tasmania,A and B,0
May 1 2016,Tasmania,Untyped,0
May 1 2016,Victoria,A(H1N1)pdm09,7
May 1 2016,Victoria,A(H3N2),0
May 1 2016,Victoria,A(unsubtyped),193
May 1 2016,Victoria,B,48
May 1 2016,Victoria,C,0
May 1 2016,Victoria,A and B,4
May 1 2016,Victoria,Untyped,0
May 1 2016,Western Australia,A(H1N1)pdm09,44
May 1 2016,Western Australia,A(H3N2),30
May 1 2016,Western Australia,A(unsubtyped),78
May 1 2016,Western Australia,B,82
May 1 2016,Western Australia,C,0
May 1 2016,Western Australia,A and B,0
May 1 2016,Western Australia,Untyped,0
Jun 1 2016,New South Wales,A(H1N1)pdm09,249
Jun 1 2016,New South Wales,A(H3N2),172
Jun 1 2016,New South Wales,A(unsubtyped),422
Jun 1 2016,New South Wales,B,127
Jun 1 2016,New South Wales,C,0
Jun 1 2016,New South Wales,A and B,0
Jun 1 2016,New South Wales,Untyped,2
Jun 1 2016,Northern Territory,A(H1N1)pdm09,4
Jun 1 2016,Northern Territory,A(H3N2),1
Jun 1 2016,Northern Territory,A(unsubtyped),4
Jun 1 2016,Northern Territory,B,2
Jun 1 2016,Northern Territory,C,0
Jun 1 2016,Northern Territory,A and B,0
Jun 1 2016,Northern Territory,Untyped,0
Jun 1 2016,Queensland,A(H1N1)pdm09,36
Jun 1 2016,Queensland,A(H3N2),54
Jun 1 2016,Queensland,A(unsubtyped),411
Jun 1 2016,Queensland,B,93
Jun 1 2016,Queensland,C,0
Jun 1 2016,Queensland,A and B,0
Jun 1 2016,Queensland,Untyped,0
Jun 1 2016,South Australia,A(H1N1)pdm09,0
Jun 1 2016,South Australia,A(H3N2),0
Jun 1 2016,South Australia,A(unsubtyped),70
Jun 1 2016,South Australia,B,25
Jun 1 2016,South Australia,C,0
Jun 1 2016,South Australia,A and B,0
Jun 1 2016,South Australia,Untyped,0
Jun 1 2016,Tasmania,A(H1N1)pdm09,2
Jun 1 2016,Tasmania,A(H3N2),0
Jun 1 2016,Tasmania,A(unsubtyped),28
Jun 1 2016,Tasmania,B,0
Jun 1 2016,Tasmania,C,0
Jun 1 2016,Tasmania,A and B,0
Jun 1 2016,Tasmania,Untyped,0
Jun 1 2016,Victoria,A(H1N1)pdm09,50
Jun 1 2016,Victoria,A(H3N2),2
Jun 1 2016,Victoria,A(unsubtyped),219
Jun 1 2016,Victoria,B,42
Jun 1 2016,Victoria,C,0
Jun 1 2016,Victoria,A and B,1
Jun 1 2016,Victoria,Untyped,2
Jun 1 2016,Western Australia,A(H1N1)pdm09,67
Jun 1 2016,Western Australia,A(H3N2),31
Jun 1 2016,Western Australia,A(unsubtyped),85
Jun 1 2016,Western Australia,B,79
Jun 1 2016,Western Australia,C,0
Jun 1 2016,Western Australia,A and B,0
Jun 1 2016,Western Australia,Untyped,0
Jul 1 2016,New South Wales,A(H1N1)pdm09,788
Jul 1 2016,New South Wales,A(H3N2),1156
Jul 1 2016,New South Wales,A(unsubtyped),2086
Jul 1 2016,New South Wales,B,324
Jul 1 2016,New South Wales,C,0
Jul 1 2016,New South Wales,A and B,5
Jul 1 2016,New South Wales,Untyped,0
Jul 1 2016,Northern Territory,A(H1N1)pdm09,1
Jul 1 2016,Northern Territory,A(H3N2),11
Jul 1 2016,Northern Territory,A(unsubtyped),8
Jul 1 2016,Northern Territory,B,6
Jul 1 2016,Northern Territory,C,0
Jul 1 2016,Northern Territory,A and B,2
Jul 1 2016,Northern Territory,Untyped,0
Jul 1 2016,Queensland,A(H1N1)pdm09,58
Jul 1 2016,Queensland,A(H3N2),223
Jul 1 2016,Queensland,A(unsubtyped),1614
Jul 1 2016,Queensland,B,114
Jul 1 2016,Queensland,C,0
Jul 1 2016,Queensland,A and B,0
Jul 1 2016,Queensland,Untyped,0
Jul 1 2016,South Australia,A(H1N1)pdm09,0
Jul 1 2016,South Australia,A(H3N2),0
Jul 1 2016,South Australia,A(unsubtyped),346
Jul 1 2016,South Australia,B,31
Jul 1 2016,South Australia,C,0
Jul 1 2016,South Australia,A and B,0
Jul 1 2016,South Australia,Untyped,0
Jul 1 2016,Tasmania,A(H1N1)pdm09,1
Jul 1 2016,Tasmania,A(H3N2),6
Jul 1 2016,Tasmania,A(unsubtyped),25
Jul 1 2016,Tasmania,B,4
Jul 1 2016,Tasmania,C,0
Jul 1 2016,Tasmania,A and B,0
Jul 1 2016,Tasmania,Untyped,0
Jul 1 2016,Victoria,A(H1N1)pdm09,115
Jul 1 2016,Victoria,A(H3N2),1
Jul 1 2016,Victoria,A(unsubtyped),861
Jul 1 2016,Victoria,B,73
Jul 1 2016,Victoria,C,1
Jul 1 2016,Victoria,A and B,3
Jul 1 2016,Victoria,Untyped,1
Jul 1 2016,Western Australia,A(H1N1)pdm09,91
Jul 1 2016,Western Australia,A(H3N2),227
Jul 1 2016,Western Australia,A(unsubtyped),231
Jul 1 2016,Western Australia,B,354
Jul 1 2016,Western Australia,C,0
Jul 1 2016,Western Australia,A and B,0
Jul 1 2016,Western Australia,Untyped,0
Aug 1 2016,New South Wales,A(H1N1)pdm09,818
Aug 1 2016,New South Wales,A(H3N2),2068
Aug 1 2016,New South Wales,A(unsubtyped),7373
Aug 1 2016,New South Wales,B,589
Aug 1 2016,New South Wales,C,0
Aug 1 2016,New South Wales,A and B,13
Aug 1 2016,New South Wales,Untyped,0
Aug 1 2016,Northern Territory,A(H1N1)pdm09,1
Aug 1 2016,Northern Territory,A(H3N2),37
Aug 1 2016,Northern Territory,A(unsubtyped),34
Aug 1 2016,Northern Territory,B,12
Aug 1 2016,Northern Territory,C,0
Aug 1 2016,Northern Territory,A and B,0
Aug 1 2016,Northern Territory,Untyped,0
Aug 1 2016,Queensland,A(H1N1)pdm09,108
Aug 1 2016,Queensland,A(H3N2),470
Aug 1 2016,Queensland,A(unsubtyped),5207
Aug 1 2016,Queensland,B,176
Aug 1 2016,Queensland,C,0
Aug 1 2016,Queensland,A and B,0
Aug 1 2016,Queensland,Untyped,0
Aug 1 2016,South Australia,A(H1N1)pdm09,0
Aug 1 2016,South Australia,A(H3N2),0
Aug 1 2016,South Australia,A(unsubtyped),985
Aug 1 2016,South Australia,B,63
Aug 1 2016,South Australia,C,0
Aug 1 2016,South Australia,A and B,0
Aug 1 2016,South Australia,Untyped,0
Aug 1 2016,Tasmania,A(H1N1)pdm09,54
Aug 1 2016,Tasmania,A(H3N2),45
Aug 1 2016,Tasmania,A(unsubtyped),132
Aug 1 2016,Tasmania,B,8
Aug 1 2016,Tasmania,C,0
Aug 1 2016,Tasmania,A and B,0
Aug 1 2016,Tasmania,Untyped,0
Aug 1 2016,Victoria,A(H1N1)pdm09,111
Aug 1 2016,Victoria,A(H3N2),6
Aug 1 2016,Victoria,A(unsubtyped),2703
Aug 1 2016,Victoria,B,104
Aug 1 2016,Victoria,C,2
Aug 1 2016,Victoria,A and B,4
Aug 1 2016,Victoria,Untyped,1
Aug 1 2016,Western Australia,A(H1N1)pdm09,56
Aug 1 2016,Western Australia,A(H3N2),721
Aug 1 2016,Western Australia,A(unsubtyped),661
Aug 1 2016,Western Australia,B,554
Aug 1 2016,Western Australia,C,0
Aug 1 2016,Western Australia,A and B,0
Aug 1 2016,Western Australia,Untyped,0
Sep 1 2016,New South Wales,A(H1N1)pdm09,272
Sep 1 2016,New South Wales,A(H3N2),494
Sep 1 2016,New South Wales,A(unsubtyped),10725
Sep 1 2016,New South Wales,B,1009
Sep 1 2016,New South Wales,C,0
Sep 1 2016,New South Wales,A and B,17
Sep 1 2016,New South Wales,Untyped,5
Sep 1 2016,Northern Territory,A(H1N1)pdm09,1
Sep 1 2016,Northern Territory,A(H3N2),110
Sep 1 2016,Northern Territory,A(unsubtyped),121
Sep 1 2016,Northern Territory,B,9
Sep 1 2016,Northern Territory,C,0
Sep 1 2016,Northern Territory,A and B,0
Sep 1 2016,Northern Territory,Untyped,0
Sep 1 2016,Queensland,A(H1N1)pdm09,87
Sep 1 2016,Queensland,A(H3N2),772
Sep 1 2016,Queensland,A(unsubtyped),5771
Sep 1 2016,Queensland,B,274
Sep 1 2016,Queensland,C,0
Sep 1 2016,Queensland,A and B,0
Sep 1 2016,Queensland,Untyped,0
Sep 1 2016,South Australia,A(H1N1)pdm09,0
Sep 1 2016,South Australia,A(H3N2),0
Sep 1 2016,South Australia,A(unsubtyped),2230
Sep 1 2016,South Australia,B,154
Sep 1 2016,South Australia,C,0
Sep 1 2016,South Australia,A and B,0
Sep 1 2016,South Australia,Untyped,0
Sep 1 2016,Tasmania,A(H1N1)pdm09,73
Sep 1 2016,Tasmania,A(H3N2),116
Sep 1 2016,Tasmania,A(unsubtyped),261
Sep 1 2016,Tasmania,B,12
Sep 1 2016,Tasmania,C,0
Sep 1 2016,Tasmania,A and B,0
Sep 1 2016,Tasmania,Untyped,0
Sep 1 2016,Victoria,A(H1N1)pdm09,131
Sep 1 2016,Victoria,A(H3N2),13
Sep 1 2016,Victoria,A(unsubtyped),4329
Sep 1 2016,Victoria,B,136
Sep 1 2016,Victoria,C,1
Sep 1 2016,Victoria,A and B,6
Sep 1 2016,Victoria,Untyped,2
Sep 1 2016,Western Australia,A(H1N1)pdm09,38
Sep 1 2016,Western Australia,A(H3N2),989
Sep 1 2016,Western Australia,A(unsubtyped),913
Sep 1 2016,Western Australia,B,770
Sep 1 2016,Western Australia,C,0
Sep 1 2016,Western Australia,A and B,0
Sep 1 2016,Western Australia,Untyped,0
Oct 1 2016,New South Wales,A(H1N1)pdm09,16
Oct 1 2016,New South Wales,A(H3N2),145
Oct 1 2016,New South Wales,A(unsubtyped),1593
Oct 1 2016,New South Wales,B,431
Oct 1 2016,New South Wales,C,0
Oct 1 2016,New South Wales,A and B,2
Oct 1 2016,New South Wales,Untyped,0
Oct 1 2016,Northern Territory,A(H1N1)pdm09,5
Oct 1 2016,Northern Territory,A(H3N2),47
Oct 1 2016,Northern Territory,A(unsubtyped),37
Oct 1 2016,Northern Territory,B,30
Oct 1 2016,Northern Territory,C,0
Oct 1 2016,Northern Territory,A and B,0
Oct 1 2016,Northern Territory,Untyped,0
Oct 1 2016,Queensland,A(H1N1)pdm09,40
Oct 1 2016,Queensland,A(H3N2),254
Oct 1 2016,Queensland,A(unsubtyped),1722
Oct 1 2016,Queensland,B,169
Oct 1 2016,Queensland,C,0
Oct 1 2016,Queensland,A and B,0
Oct 1 2016,Queensland,Untyped,0
Oct 1 2016,South Australia,A(H1N1)pdm09,0
Oct 1 2016,South Australia,A(H3N2),0
Oct 1 2016,South Australia,A(unsubtyped),1321
Oct 1 2016,South Australia,B,112
Oct 1 2016,South Australia,C,0
Oct 1 2016,South Australia,A and B,0
Oct 1 2016,South Australia,Untyped,0
Oct 1 2016,Tasmania,A(H1N1)pdm09,11
Oct 1 2016,Tasmania,A(H3N2),23
Oct 1 2016,Tasmania,A(unsubtyped),69
Oct 1 2016,Tasmania,B,5
Oct 1 2016,Tasmania,C,0
Oct 1 2016,Tasmania,A and B,0
Oct 1 2016,Tasmania,Untyped,0
Oct 1 2016,Victoria,A(H1N1)pdm09,21
Oct 1 2016,Victoria,A(H3N2),21
Oct 1 2016,Victoria,A(unsubtyped),1241
Oct 1 2016,Victoria,B,105
Oct 1 2016,Victoria,C,0
Oct 1 2016,Victoria,A and B,0
Oct 1 2016,Victoria,Untyped,1
Oct 1 2016,Western Australia,A(H1N1)pdm09,6
Oct 1 2016,Western Australia,A(H3N2),242
Oct 1 2016,Western Australia,A(unsubtyped),219
Oct 1 2016,Western Australia,B,215
Oct 1 2016,Western Australia,C,0
Oct 1 2016,Western Australia,A and B,0
Oct 1 2016,Western Australia,Untyped,0
Nov 1 2016,New South Wales,A(H1N1)pdm09,6
Nov 1 2016,New South Wales,A(H3N2),52
Nov 1 2016,New South Wales,A(unsubtyped),587
Nov 1 2016,New South Wales,B,346
Nov 1 2016,New South Wales,C,0
Nov 1 2016,New South Wales,A and B,1
Nov 1 2016,New South Wales,Untyped,0
Nov 1 2016,Northern Territory,A(H1N1)pdm09,3
Nov 1 2016,Northern Territory,A(H3N2),12
Nov 1 2016,Northern Territory,A(unsubtyped),8
Nov 1 2016,Northern Territory,B,9
Nov 1 2016,Northern Territory,C,0
Nov 1 2016,Northern Territory,A and B,0
Nov 1 2016,Northern Territory,Untyped,0
Nov 1 2016,Queensland,A(H1N1)pdm09,12
Nov 1 2016,Queensland,A(H3N2),121
Nov 1 2016,Queensland,A(unsubtyped),690
Nov 1 2016,Queensland,B,177
Nov 1 2016,Queensland,C,0
Nov 1 2016,Queensland,A and B,0
Nov 1 2016,Queensland,Untyped,0
Nov 1 2016,South Australia,A(H1N1)pdm09,0
Nov 1 2016,South Australia,A(H3N2),0
Nov 1 2016,South Australia,A(unsubtyped),971
Nov 1 2016,South Australia,B,136
Nov 1 2016,South Australia,C,0
Nov 1 2016,South Australia,A and B,0
Nov 1 2016,South Australia,Untyped,0
Nov 1 2016,Tasmania,A(H1N1)pdm09,3
Nov 1 2016,Tasmania,A(H3N2),23
Nov 1 2016,Tasmania,A(unsubtyped),27
Nov 1 2016,Tasmania,B,7
Nov 1 2016,Tasmania,C,0
Nov 1 2016,Tasmania,A and B,0
Nov 1 2016,Tasmania,Untyped,0
Nov 1 2016,Victoria,A(H1N1)pdm09,2
Nov 1 2016,Victoria,A(H3N2),2
Nov 1 2016,Victoria,A(unsubtyped),601
Nov 1 2016,Victoria,B,111
Nov 1 2016,Victoria,C,0
Nov 1 2016,Victoria,A and B,2
Nov 1 2016,Victoria,Untyped,0
Nov 1 2016,Western Australia,A(H1N1)pdm09,0
Nov 1 2016,Western Australia,A(H3N2),58
Nov 1 2016,Western Australia,A(unsubtyped),101
Nov 1 2016,Western Australia,B,57
Nov 1 2016,Western Australia,C,0
Nov 1 2016,Western Australia,A and B,0
Nov 1 2016,Western Australia,Untyped,0
Des 1 2016,New South Wales,A(H1N1)pdm09,4
Des 1 2016,New South Wales,A(H3N2),73
Des 1 2016,New South Wales,A(unsubtyped),401
Des 1 2016,New South Wales,B,164
Des 1 2016,New South Wales,C,0
Des 1 2016,New South Wales,A and B,3
Des 1 2016,New South Wales,Untyped,1
Des 1 2016,Northern Territory,A(H1N1)pdm09,5
Des 1 2016,Northern Territory,A(H3N2),26
Des 1 2016,Northern Territory,A(unsubtyped),11
Des 1 2016,Northern Territory,B,28
Des 1 2016,Northern Territory,C,0
Des 1 2016,Northern Territory,A and B,0
Des 1 2016,Northern Territory,Untyped,0
Des 1 2016,Queensland,A(H1N1)pdm09,4
Des 1 2016,Queensland,A(H3N2),141
Des 1 2016,Queensland,A(unsubtyped),566
Des 1 2016,Queensland,B,248
Des 1 2016,Queensland,C,0
Des 1 2016,Queensland,A and B,0
Des 1 2016,Queensland,Untyped,0
Des 1 2016,South Australia,A(H1N1)pdm09,0
Des 1 2016,South Australia,A(H3N2),0
Des 1 2016,South Australia,A(unsubtyped),503
Des 1 2016,South Australia,B,87
Des 1 2016,South Australia,C,0
Des 1 2016,South Australia,A and B,0
Des 1 2016,South Australia,Untyped,0
Des 1 2016,Tasmania,A(H1N1)pdm09,1
Des 1 2016,Tasmania,A(H3N2),9
Des 1 2016,Tasmania,A(unsubtyped),13
Des 1 2016,Tasmania,B,7
Des 1 2016,Tasmania,C,0
Des 1 2016,Tasmania,A and B,0
Des 1 2016,Tasmania,Untyped,0
Des 1 2016,Victoria,A(H1N1)pdm09,4
Des 1 2016,Victoria,A(H3N2),1
Des 1 2016,Victoria,A(unsubtyped),509
Des 1 2016,Victoria,B,55
Des 1 2016,Victoria,C,0
Des 1 2016,Victoria,A and B,3
Des 1 2016,Victoria,Untyped,0
Des 1 2016,Western Australia,A(H1N1)pdm09,1
Des 1 2016,Western Australia,A(H3N2),26
Des 1 2016,Western Australia,A(unsubtyped),98
Des 1 2016,Western Australia,B,32
Des 1 2016,Western Australia,C,0
Des 1 2016,Western Australia,A and B,0
Des 1 2016,Western Australia,Untyped,0
Jan 1 2017,New South Wales,A(H1N1)pdm09,5
Jan 1 2017,New South Wales,A(H3N2),52
Jan 1 2017,New South Wales,A(unsubtyped),502
Jan 1 2017,New South Wales,B,93
Jan 1 2017,New South Wales,C,0
Jan 1 2017,New South Wales,A and B,1
Jan 1 2017,New South Wales,Untyped,0
Jan 1 2017,Northern Territory,A(H1N1)pdm09,1
Jan 1 2017,Northern Territory,A(H3N2),26
Jan 1 2017,Northern Territory,A(unsubtyped),24
Jan 1 2017,Northern Territory,B,14
Jan 1 2017,Northern Territory,C,0
Jan 1 2017,Northern Territory,A and B,0
Jan 1 2017,Northern Territory,Untyped,0
Jan 1 2017,Queensland,A(H1N1)pdm09,8
Jan 1 2017,Queensland,A(H3N2),152
Jan 1 2017,Queensland,A(unsubtyped),607
Jan 1 2017,Queensland,B,101
Jan 1 2017,Queensland,C,0
Jan 1 2017,Queensland,A and B,0
Jan 1 2017,Queensland,Untyped,0
Jan 1 2017,South Australia,A(H1N1)pdm09,0
Jan 1 2017,South Australia,A(H3N2),0
Jan 1 2017,South Australia,A(unsubtyped),223
Jan 1 2017,South Australia,B,48
Jan 1 2017,South Australia,C,0
Jan 1 2017,South Australia,A and B,0
Jan 1 2017,South Australia,Untyped,0
Jan 1 2017,Tasmania,A(H1N1)pdm09,3
Jan 1 2017,Tasmania,A(H3N2),10
Jan 1 2017,Tasmania,A(unsubtyped),21
Jan 1 2017,Tasmania,B,1
Jan 1 2017,Tasmania,C,0
Jan 1 2017,Tasmania,A and B,0
Jan 1 2017,Tasmania,Untyped,0
Jan 1 2017,Victoria,A(H1N1)pdm09,5
Jan 1 2017,Victoria,A(H3N2),3
Jan 1 2017,Victoria,A(unsubtyped),338
Jan 1 2017,Victoria,B,42
Jan 1 2017,Victoria,C,0
Jan 1 2017,Victoria,A and B,0
Jan 1 2017,Victoria,Untyped,0
Jan 1 2017,Western Australia,A(H1N1)pdm09,4
Jan 1 2017,Western Australia,A(H3N2),40
Jan 1 2017,Western Australia,A(unsubtyped),70
Jan 1 2017,Western Australia,B,16
Jan 1 2017,Western Australia,C,0
Jan 1 2017,Western Australia,A and B,0
Jan 1 2017,Western Australia,Untyped,0
Feb 1 2017,New South Wales,A(H1N1)pdm09,10
Feb 1 2017,New South Wales,A(H3N2),81
Feb 1 2017,New South Wales,A(unsubtyped),542
Feb 1 2017,New South Wales,B,85
Feb 1 2017,New South Wales,C,0
Feb 1 2017,New South Wales,A and B,1
Feb 1 2017,New South Wales,Untyped,0
Feb 1 2017,Northern Territory,A(H1N1)pdm09,2
Feb 1 2017,Northern Territory,A(H3N2),115
Feb 1 2017,Northern Territory,A(unsubtyped),88
Feb 1 2017,Northern Territory,B,31
Feb 1 2017,Northern Territory,C,0
Feb 1 2017,Northern Territory,A and B,1
Feb 1 2017,Northern Territory,Untyped,0
Feb 1 2017,Queensland,A(H1N1)pdm09,11
Feb 1 2017,Queensland,A(H3N2),164
Feb 1 2017,Queensland,A(unsubtyped),684
Feb 1 2017,Queensland,B,78
Feb 1 2017,Queensland,C,0
Feb 1 2017,Queensland,A and B,0
Feb 1 2017,Queensland,Untyped,0
Feb 1 2017,South Australia,A(H1N1)pdm09,0
Feb 1 2017,South Australia,A(H3N2),0
Feb 1 2017,South Australia,A(unsubtyped),310
Feb 1 2017,South Australia,B,26
Feb 1 2017,South Australia,C,0
Feb 1 2017,South Australia,A and B,0
Feb 1 2017,South Australia,Untyped,0
Feb 1 2017,Tasmania,A(H1N1)pdm09,1
Feb 1 2017,Tasmania,A(H3N2),8
Feb 1 2017,Tasmania,A(unsubtyped),16
Feb 1 2017,Tasmania,B,2
Feb 1 2017,Tasmania,C,0
Feb 1 2017,Tasmania,A and B,0
Feb 1 2017,Tasmania,Untyped,0
Feb 1 2017,Victoria,A(H1N1)pdm09,4
Feb 1 2017,Victoria,A(H3N2),0
Feb 1 2017,Victoria,A(unsubtyped),274
Feb 1 2017,Victoria,B,40
Feb 1 2017,Victoria,C,0
Feb 1 2017,Victoria,A and B,2
Feb 1 2017,Victoria,Untyped,0
Feb 1 2017,Western Australia,A(H1N1)pdm09,2
Feb 1 2017,Western Australia,A(H3N2),27
Feb 1 2017,Western Australia,A(unsubtyped),88
Feb 1 2017,Western Australia,B,13
Feb 1 2017,Western Australia,C,0
Feb 1 2017,Western Australia,A and B,0
Feb 1 2017,Western Australia,Untyped,0
Mar 1 2017,New South Wales,A(H1N1)pdm09,13
Mar 1 2017,New South Wales,A(H3N2),120
Mar 1 2017,New South Wales,A(unsubtyped),662
Mar 1 2017,New South Wales,B,153
Mar 1 2017,New South Wales,C,0
Mar 1 2017,New South Wales,A and B,9
Mar 1 2017,New South Wales,Untyped,0
Mar 1 2017,Northern Territory,A(H1N1)pdm09,3
Mar 1 2017,Northern Territory,A(H3N2),70
Mar 1 2017,Northern Territory,A(unsubtyped),59
