date,State,Type,Confirmed
Mar 1 2018,Western Australia,A and B,0
Mar 1 2018,Western Australia,Untyped,0
Apr 1 2018,New South Wales,A(H1N1)pdm09,25
Apr 1 2018,New South Wales,A(H3N2),14
Apr 1 2018,New South Wales,A(unsubtyped),240
Apr 1 2018,New South Wales,B,151
Apr 1 2018,New South Wales,C,0
Apr 1 2018,New South Wales,A and B,3
Apr 1 2018,New South Wales,Untyped,0
Apr 1 2018,Northern Territory,A(H1N1)pdm09,0
Apr 1 2018,Northern Territory,A(H3N2),1
Apr 1 2018,Northern Territory,A(unsubtyped),0
Apr 1 2018,Northern Territory,B,7
Apr 1 2018,Northern Territory,C,0
Apr 1 2018,Northern Territory,A and B,0
Apr 1 2018,Northern Territory,Untyped,0
Apr 1 2018,Queensland,A(H1N1)pdm09,41
Apr 1 2018,Queensland,A(H3N2),42
Apr 1 2018,Queensland,A(unsubtyped),334
Apr 1 2018,Queensland,B,280
Apr 1 2018,Queensland,C,0
Apr 1 2018,Queensland,A and B,0
Apr 1 2018,Queensland,Untyped,0
Apr 1 2018,South Australia,A(H1N1)pdm09,0
Apr 1 2018,South Australia,A(H3N2),0
Apr 1 2018,South Australia,A(unsubtyped),115
Apr 1 2018,South Australia,B,74
Apr 1 2018,South Australia,C,0
Apr 1 2018,South Australia,A and B,0
Apr 1 2018,South Australia,Untyped,0
Apr 1 2018,Tasmania,A(H1N1)pdm09,0
Apr 1 2018,Tasmania,A(H3N2),3
Apr 1 2018,Tasmania,A(unsubtyped),6
Apr 1 2018,Tasmania,B,9
Apr 1 2018,Tasmania,C,0
Apr 1 2018,Tasmania,A and B,0
Apr 1 2018,Tasmania,Untyped,0
Apr 1 2018,Victoria,A(H1N1)pdm09,12
Apr 1 2018,Victoria,A(H3N2),1
Apr 1 2018,Victoria,A(unsubtyped),194
Apr 1 2018,Victoria,B,142
Apr 1 2018,Victoria,C,0
Apr 1 2018,Victoria,A and B,4
Apr 1 2018,Victoria,Untyped,5
Apr 1 2018,Western Australia,A(H1N1)pdm09,23
Apr 1 2018,Western Australia,A(H3N2),19
Apr 1 2018,Western Australia,A(unsubtyped),66
Apr 1 2018,Western Australia,B,48
Apr 1 2018,Western Australia,C,0
Apr 1 2018,Western Australia,A and B,0
Apr 1 2018,Western Australia,Untyped,0
May 1 2018,New South Wales,A(H1N1)pdm09,29
May 1 2018,New South Wales,A(H3N2),16
May 1 2018,New South Wales,A(unsubtyped),250
May 1 2018,New South Wales,B,94
May 1 2018,New South Wales,C,0
May 1 2018,New South Wales,A and B,1
May 1 2018,New South Wales,Untyped,0
May 1 2018,Northern Territory,A(H1N1)pdm09,0
May 1 2018,Northern Territory,A(H3N2),3
May 1 2018,Northern Territory,A(unsubtyped),9
May 1 2018,Northern Territory,B,3
May 1 2018,Northern Territory,C,0
May 1 2018,Northern Territory,A and B,0
May 1 2018,Northern Territory,Untyped,0
May 1 2018,Queensland,A(H1N1)pdm09,46
May 1 2018,Queensland,A(H3N2),29
May 1 2018,Queensland,A(unsubtyped),272
May 1 2018,Queensland,B,172
May 1 2018,Queensland,C,0
May 1 2018,Queensland,A and B,0
May 1 2018,Queensland,Untyped,0
May 1 2018,South Australia,A(H1N1)pdm09,0
May 1 2018,South Australia,A(H3N2),0
May 1 2018,South Australia,A(unsubtyped),68
May 1 2018,South Australia,B,43
May 1 2018,South Australia,C,0
May 1 2018,South Australia,A and B,0
May 1 2018,South Australia,Untyped,0
May 1 2018,Tasmania,A(H1N1)pdm09,0
May 1 2018,Tasmania,A(H3N2),0
May 1 2018,Tasmania,A(unsubtyped),7
May 1 2018,Tasmania,B,5
May 1 2018,Tasmania,C,0
May 1 2018,Tasmania,A and B,0
May 1 2018,Tasmania,Untyped,0
May 1 2018,Victoria,A(H1N1)pdm09,8
May 1 2018,Victoria,A(H3N2),0
May 1 2018,Victoria,A(unsubtyped),181
May 1 2018,Victoria,B,105
May 1 2018,Victoria,C,0
May 1 2018,Victoria,A and B,4
May 1 2018,Victoria,Untyped,2
May 1 2018,Western Australia,A(H1N1)pdm09,19
May 1 2018,Western Australia,A(H3N2),26
May 1 2018,Western Australia,A(unsubtyped),80
May 1 2018,Western Australia,B,55
May 1 2018,Western Australia,C,0
May 1 2018,Western Australia,A and B,0
May 1 2018,Western Australia,Untyped,0
Jun 1 2018,New South Wales,A(H1N1)pdm09,64
Jun 1 2018,New South Wales,A(H3N2),5
Jun 1 2018,New South Wales,A(unsubtyped),491
Jun 1 2018,New South Wales,B,81
Jun 1 2018,New South Wales,C,0
Jun 1 2018,New South Wales,A and B,1
Jun 1 2018,New South Wales,Untyped,0
Jun 1 2018,Northern Territory,A(H1N1)pdm09,0
Jun 1 2018,Northern Territory,A(H3N2),3
Jun 1 2018,Northern Territory,A(unsubtyped),3
Jun 1 2018,Northern Territory,B,3
Jun 1 2018,Northern Territory,C,0
Jun 1 2018,Northern Territory,A and B,0
Jun 1 2018,Northern Territory,Untyped,0
Jun 1 2018,Queensland,A(H1N1)pdm09,79
Jun 1 2018,Queensland,A(H3N2),24
Jun 1 2018,Queensland,A(unsubtyped),338
Jun 1 2018,Queensland,B,171
Jun 1 2018,Queensland,C,0
Jun 1 2018,Queensland,A and B,0
Jun 1 2018,Queensland,Untyped,0
Jun 1 2018,South Australia,A(H1N1)pdm09,0
Jun 1 2018,South Australia,A(H3N2),0
Jun 1 2018,South Australia,A(unsubtyped),99
Jun 1 2018,South Australia,B,23
Jun 1 2018,South Australia,C,0
Jun 1 2018,South Australia,A and B,0
Jun 1 2018,South Australia,Untyped,0
Jun 1 2018,Tasmania,A(H1N1)pdm09,1
Jun 1 2018,Tasmania,A(H3N2),1
Jun 1 2018,Tasmania,A(unsubtyped),10
Jun 1 2018,Tasmania,B,15
Jun 1 2018,Tasmania,C,0
Jun 1 2018,Tasmania,A and B,0
Jun 1 2018,Tasmania,Untyped,0
Jun 1 2018,Victoria,A(H1N1)pdm09,14
Jun 1 2018,Victoria,A(H3N2),1
Jun 1 2018,Victoria,A(unsubtyped),211
Jun 1 2018,Victoria,B,73
Jun 1 2018,Victoria,C,0
Jun 1 2018,Victoria,A and B,4
Jun 1 2018,Victoria,Untyped,2
Jun 1 2018,Western Australia,A(H1N1)pdm09,110
Jun 1 2018,Western Australia,A(H3N2),14
Jun 1 2018,Western Australia,A(unsubtyped),259
Jun 1 2018,Western Australia,B,84
Jun 1 2018,Western Australia,C,0
Jun 1 2018,Western Australia,A and B,0
Jun 1 2018,Western Australia,Untyped,0
Jul 1 2018,New South Wales,A(H1N1)pdm09,110
Jul 1 2018,New South Wales,A(H3N2),4
Jul 1 2018,New South Wales,A(unsubtyped),1055
Jul 1 2018,New South Wales,B,80
Jul 1 2018,New South Wales,C,0
Jul 1 2018,New South Wales,A and B,1
Jul 1 2018,New South Wales,Untyped,0
Jul 1 2018,Northern Territory,A(H1N1)pdm09,1
Jul 1 2018,Northern Territory,A(H3N2),0
Jul 1 2018,Northern Territory,A(unsubtyped),1
Jul 1 2018,Northern Territory,B,1
Jul 1 2018,Northern Territory,C,0
Jul 1 2018,Northern Territory,A and B,0
Jul 1 2018,Northern Territory,Untyped,0
Jul 1 2018,Queensland,A(H1N1)pdm09,158
Jul 1 2018,Queensland,A(H3N2),38
Jul 1 2018,Queensland,A(unsubtyped),508
Jul 1 2018,Queensland,B,162
Jul 1 2018,Queensland,C,0
Jul 1 2018,Queensland,A and B,0
Jul 1 2018,Queensland,Untyped,0
Jul 1 2018,South Australia,A(H1N1)pdm09,0
Jul 1 2018,South Australia,A(H3N2),0
Jul 1 2018,South Australia,A(unsubtyped),147
Jul 1 2018,South Australia,B,11
Jul 1 2018,South Australia,C,0
Jul 1 2018,South Australia,A and B,0
Jul 1 2018,South Australia,Untyped,0
Jul 1 2018,Tasmania,A(H1N1)pdm09,1
Jul 1 2018,Tasmania,A(H3N2),1
Jul 1 2018,Tasmania,A(unsubtyped),12
Jul 1 2018,Tasmania,B,7
Jul 1 2018,Tasmania,C,0
Jul 1 2018,Tasmania,A and B,0
Jul 1 2018,Tasmania,Untyped,0
Jul 1 2018,Victoria,A(H1N1)pdm09,13
Jul 1 2018,Victoria,A(H3N2),0
Jul 1 2018,Victoria,A(unsubtyped),273
Jul 1 2018,Victoria,B,96
Jul 1 2018,Victoria,C,0
Jul 1 2018,Victoria,A and B,6
Jul 1 2018,Victoria,Untyped,13
Jul 1 2018,Western Australia,A(H1N1)pdm09,170
Jul 1 2018,Western Australia,A(H3N2),14
Jul 1 2018,Western Australia,A(unsubtyped),424
Jul 1 2018,Western Australia,B,81
Jul 1 2018,Western Australia,C,0
Jul 1 2018,Western Australia,A and B,0
Jul 1 2018,Western Australia,Untyped,0
Aug 1 2018,New South Wales,A(H1N1)pdm09,164
Aug 1 2018,New South Wales,A(H3N2),58
Aug 1 2018,New South Wales,A(unsubtyped),3160
Aug 1 2018,New South Wales,B,442
Aug 1 2018,New South Wales,C,0
Aug 1 2018,New South Wales,A and B,5
Aug 1 2018,New South Wales,Untyped,0
Aug 1 2018,Northern Territory,A(H1N1)pdm09,7
Aug 1 2018,Northern Territory,A(H3N2),2
Aug 1 2018,Northern Territory,A(unsubtyped),5
Aug 1 2018,Northern Territory,B,3
Aug 1 2018,Northern Territory,C,0
Aug 1 2018,Northern Territory,A and B,0
Aug 1 2018,Northern Territory,Untyped,0
Aug 1 2018,Queensland,A(H1N1)pdm09,233
Aug 1 2018,Queensland,A(H3N2),123
Aug 1 2018,Queensland,A(unsubtyped),1533
Aug 1 2018,Queensland,B,253
Aug 1 2018,Queensland,C,0
Aug 1 2018,Queensland,A and B,0
Aug 1 2018,Queensland,Untyped,0
Aug 1 2018,South Australia,A(H1N1)pdm09,0
Aug 1 2018,South Australia,A(H3N2),0
Aug 1 2018,South Australia,A(unsubtyped),258
Aug 1 2018,South Australia,B,80
Aug 1 2018,South Australia,C,0
Aug 1 2018,South Australia,A and B,0
Aug 1 2018,South Australia,Untyped,0
Aug 1 2018,Tasmania,A(H1N1)pdm09,3
Aug 1 2018,Tasmania,A(H3N2),1
Aug 1 2018,Tasmania,A(unsubtyped),21
Aug 1 2018,Tasmania,B,8
Aug 1 2018,Tasmania,C,0
Aug 1 2018,Tasmania,A and B,0
Aug 1 2018,Tasmania,Untyped,0
Aug 1 2018,Victoria,A(H1N1)pdm09,1
Aug 1 2018,Victoria,A(H3N2),0
Aug 1 2018,Victoria,A(unsubtyped),824
Aug 1 2018,Victoria,B,253
Aug 1 2018,Victoria,C,1
Aug 1 2018,Victoria,A and B,8
Aug 1 2018,Victoria,Untyped,9
Aug 1 2018,Western Australia,A(H1N1)pdm09,376
Aug 1 2018,Western Australia,A(H3N2),42
Aug 1 2018,Western Australia,A(unsubtyped),436
Aug 1 2018,Western Australia,B,116
Aug 1 2018,Western Australia,C,0
Aug 1 2018,Western Australia,A and B,0
Aug 1 2018,Western Australia,Untyped,0
Sep 1 2018,New South Wales,A(H1N1)pdm09,186
Sep 1 2018,New South Wales,A(H3N2),35
Sep 1 2018,New South Wales,A(unsubtyped),3481
Sep 1 2018,New South Wales,B,387
Sep 1 2018,New South Wales,C,0
Sep 1 2018,New South Wales,A and B,2
Sep 1 2018,New South Wales,Untyped,0
Sep 1 2018,Northern Territory,A(H1N1)pdm09,12
Sep 1 2018,Northern Territory,A(H3N2),1
Sep 1 2018,Northern Territory,A(unsubtyped),12
Sep 1 2018,Northern Territory,B,4
Sep 1 2018,Northern Territory,C,0
Sep 1 2018,Northern Territory,A and B,0
Sep 1 2018,Northern Territory,Untyped,0
Sep 1 2018,Queensland,A(H1N1)pdm09,139
Sep 1 2018,Queensland,A(H3N2),124
Sep 1 2018,Queensland,A(unsubtyped),2002
Sep 1 2018,Queensland,B,164
Sep 1 2018,Queensland,C,0
Sep 1 2018,Queensland,A and B,0
Sep 1 2018,Queensland,Untyped,0
Sep 1 2018,South Australia,A(H1N1)pdm09,1
Sep 1 2018,South Australia,A(H3N2),0
Sep 1 2018,South Australia,A(unsubtyped),748
Sep 1 2018,South Australia,B,277
Sep 1 2018,South Australia,C,0
Sep 1 2018,South Australia,A and B,0
Sep 1 2018,South Australia,Untyped,0
Sep 1 2018,Tasmania,A(H1N1)pdm09,22
Sep 1 2018,Tasmania,A(H3N2),3
Sep 1 2018,Tasmania,A(unsubtyped),47
Sep 1 2018,Tasmania,B,4
Sep 1 2018,Tasmania,C,0
Sep 1 2018,Tasmania,A and B,0
Sep 1 2018,Tasmania,Untyped,0
Sep 1 2018,Victoria,A(H1N1)pdm09,3
Sep 1 2018,Victoria,A(H3N2),7
Sep 1 2018,Victoria,A(unsubtyped),1905
Sep 1 2018,Victoria,B,323
Sep 1 2018,Victoria,C,0
Sep 1 2018,Victoria,A and B,2
Sep 1 2018,Victoria,Untyped,27
Sep 1 2018,Western Australia,A(H1N1)pdm09,406
Sep 1 2018,Western Australia,A(H3N2),81
Sep 1 2018,Western Australia,A(unsubtyped),436
Sep 1 2018,Western Australia,B,189
Sep 1 2018,Western Australia,C,0
Sep 1 2018,Western Australia,A and B,0
Sep 1 2018,Western Australia,Untyped,0
Oct 1 2018,New South Wales,A(H1N1)pdm09,77
Oct 1 2018,New South Wales,A(H3N2),30
Oct 1 2018,New South Wales,A(unsubtyped),1227
Oct 1 2018,New South Wales,B,186
Oct 1 2018,New South Wales,C,0
Oct 1 2018,New South Wales,A and B,0
Oct 1 2018,New South Wales,Untyped,0
Oct 1 2018,Northern Territory,A(H1N1)pdm09,15
Oct 1 2018,Northern Territory,A(H3N2),0
Oct 1 2018,Northern Territory,A(unsubtyped),20
Oct 1 2018,Northern Territory,B,1
Oct 1 2018,Northern Territory,C,0
Oct 1 2018,Northern Territory,A and B,0
Oct 1 2018,Northern Territory,Untyped,0
Oct 1 2018,Queensland,A(H1N1)pdm09,111
Oct 1 2018,Queensland,A(H3N2),88
Oct 1 2018,Queensland,A(unsubtyped),1180
Oct 1 2018,Queensland,B,123
Oct 1 2018,Queensland,C,0
Oct 1 2018,Queensland,A and B,0
Oct 1 2018,Queensland,Untyped,0
Oct 1 2018,South Australia,A(H1N1)pdm09,1
Oct 1 2018,South Australia,A(H3N2),0
Oct 1 2018,South Australia,A(unsubtyped),779
Oct 1 2018,South Australia,B,292
Oct 1 2018,South Australia,C,0
Oct 1 2018,South Australia,A and B,0
Oct 1 2018,South Australia,Untyped,0
Oct 1 2018,Tasmania,A(H1N1)pdm09,31
Oct 1 2018,Tasmania,A(H3N2),2
Oct 1 2018,Tasmania,A(unsubtyped),50
Oct 1 2018,Tasmania,B,3
Oct 1 2018,Tasmania,C,0
Oct 1 2018,Tasmania,A and B,0
Oct 1 2018,Tasmania,Untyped,0
Oct 1 2018,Victoria,A(H1N1)pdm09,3
Oct 1 2018,Victoria,A(H3N2),1
Oct 1 2018,Victoria,A(unsubtyped),1834
Oct 1 2018,Victoria,B,314
Oct 1 2018,Victoria,C,1
Oct 1 2018,Victoria,A and B,1
Oct 1 2018,Victoria,Untyped,12
Oct 1 2018,Western Australia,A(H1N1)pdm09,136
Oct 1 2018,Western Australia,A(H3N2),117
Oct 1 2018,Western Australia,A(unsubtyped),265
Oct 1 2018,Western Australia,B,112
Oct 1 2018,Western Australia,C,0
Oct 1 2018,Western Australia,A and B,0
Oct 1 2018,Western Australia,Untyped,0
Nov 1 2018,New South Wales,A(H1N1)pdm09,29
Nov 1 2018,New South Wales,A(H3N2),37
Nov 1 2018,New South Wales,A(unsubtyped),782
Nov 1 2018,New South Wales,B,154
Nov 1 2018,New South Wales,C,0
Nov 1 2018,New South Wales,A and B,4
Nov 1 2018,New South Wales,Untyped,1
Nov 1 2018,Northern Territory,A(H1N1)pdm09,150
Nov 1 2018,Northern Territory,A(H3N2),4
Nov 1 2018,Northern Territory,A(unsubtyped),128
Nov 1 2018,Northern Territory,B,0
Nov 1 2018,Northern Territory,C,0
Nov 1 2018,Northern Territory,A and B,0
Nov 1 2018,Northern Territory,Untyped,0
Nov 1 2018,Queensland,A(H1N1)pdm09,62
Nov 1 2018,Queensland,A(H3N2),171
Nov 1 2018,Queensland,A(unsubtyped),1195
Nov 1 2018,Queensland,B,117
Nov 1 2018,Queensland,C,0
Nov 1 2018,Queensland,A and B,0
Nov 1 2018,Queensland,Untyped,0
Nov 1 2018,South Australia,A(H1N1)pdm09,0
Nov 1 2018,South Australia,A(H3N2),0
Nov 1 2018,South Australia,A(unsubtyped),886
Nov 1 2018,South Australia,B,323
Nov 1 2018,South Australia,C,0
Nov 1 2018,South Australia,A and B,0
Nov 1 2018,South Australia,Untyped,0
Nov 1 2018,Tasmania,A(H1N1)pdm09,27
Nov 1 2018,Tasmania,A(H3N2),4
Nov 1 2018,Tasmania,A(unsubtyped),38
Nov 1 2018,Tasmania,B,2
Nov 1 2018,Tasmania,C,0
Nov 1 2018,Tasmania,A and B,0
Nov 1 2018,Tasmania,Untyped,0
Nov 1 2018,Victoria,A(H1N1)pdm09,1
Nov 1 2018,Victoria,A(H3N2),1
Nov 1 2018,Victoria,A(unsubtyped),1627
Nov 1 2018,Victoria,B,137
Nov 1 2018,Victoria,C,0
Nov 1 2018,Victoria,A and B,3
Nov 1 2018,Victoria,Untyped,5
Nov 1 2018,Western Australia,A(H1N1)pdm09,82
Nov 1 2018,Western Australia,A(H3N2),40
Nov 1 2018,Western Australia,A(unsubtyped),178
Nov 1 2018,Western Australia,B,101
Nov 1 2018,Western Australia,C,0
Nov 1 2018,Western Australia,A and B,0
Nov 1 2018,Western Australia,Untyped,0
Des 1 2018,New South Wales,A(H1N1)pdm09,57
Des 1 2018,New South Wales,A(H3N2),67
Des 1 2018,New South Wales,A(unsubtyped),667
Des 1 2018,New South Wales,B,110
Des 1 2018,New South Wales,C,0
Des 1 2018,New South Wales,A and B,1
Des 1 2018,New South Wales,Untyped,1
Des 1 2018,Northern Territory,A(H1N1)pdm09,307
Des 1 2018,Northern Territory,A(H3N2),9
Des 1 2018,Northern Territory,A(unsubtyped),346
Des 1 2018,Northern Territory,B,3
Des 1 2018,Northern Territory,C,0
Des 1 2018,Northern Territory,A and B,1
Des 1 2018,Northern Territory,Untyped,0
Des 1 2018,Queensland,A(H1N1)pdm09,58
Des 1 2018,Queensland,A(H3N2),179
Des 1 2018,Queensland,A(unsubtyped),1440
Des 1 2018,Queensland,B,121
Des 1 2018,Queensland,C,0
Des 1 2018,Queensland,A and B,0
Des 1 2018,Queensland,Untyped,0
Des 1 2018,South Australia,A(H1N1)pdm09,0
Des 1 2018,South Australia,A(H3N2),0
Des 1 2018,South Australia,A(unsubtyped),493
Des 1 2018,South Australia,B,99
Des 1 2018,South Australia,C,0
Des 1 2018,South Australia,A and B,0
Des 1 2018,South Australia,Untyped,0
Des 1 2018,Tasmania,A(H1N1)pdm09,13
Des 1 2018,Tasmania,A(H3N2),3
Des 1 2018,Tasmania,A(unsubtyped),19
Des 1 2018,Tasmania,B,1
Des 1 2018,Tasmania,C,0
Des 1 2018,Tasmania,A and B,0
Des 1 2018,Tasmania,Untyped,0
Des 1 2018,Victoria,A(H1N1)pdm09,12
Des 1 2018,Victoria,A(H3N2),7
Des 1 2018,Victoria,A(unsubtyped),1257
Des 1 2018,Victoria,B,85
Des 1 2018,Victoria,C,0
Des 1 2018,Victoria,A and B,2
Des 1 2018,Victoria,Untyped,5
Des 1 2018,Western Australia,A(H1N1)pdm09,64
Des 1 2018,Western Australia,A(H3N2),94
Des 1 2018,Western Australia,A(unsubtyped),141
Des 1 2018,Western Australia,B,66
Des 1 2018,Western Australia,C,0
Des 1 2018,Western Australia,A and B,0
Des 1 2018,Western Australia,Untyped,0
Jan 1 2019,New South Wales,A(H1N1)pdm09,181
Jan 1 2019,New South Wales,A(H3N2),100
Jan 1 2019,New South Wales,A(unsubtyped),1337
Jan 1 2019,New South Wales,B,108
Jan 1 2019,New South Wales,C,0
Jan 1 2019,New South Wales,A and B,0
Jan 1 2019,New South Wales,Untyped,0
Jan 1 2019,Northern Territory,A(H1N1)pdm09,57
Jan 1 2019,Northern Territory,A(H3N2),17
Jan 1 2019,Northern Territory,A(unsubtyped),72
Jan 1 2019,Northern Territory,B,4
Jan 1 2019,Northern Territory,C,0
Jan 1 2019,Northern Territory,A and B,0
Jan 1 2019,Northern Territory,Untyped,0
Jan 1 2019,Queensland,A(H1N1)pdm09,142
Jan 1 2019,Queensland,A(H3N2),136
Jan 1 2019,Queensland,A(unsubtyped),1507
Jan 1 2019,Queensland,B,135
Jan 1 2019,Queensland,C,0
Jan 1 2019,Queensland,A and B,0
Jan 1 2019,Queensland,Untyped,0
Jan 1 2019,South Australia,A(H1N1)pdm09,0
Jan 1 2019,South Australia,A(H3N2),0
Jan 1 2019,South Australia,A(unsubtyped),357
Jan 1 2019,South Australia,B,44
Jan 1 2019,South Australia,C,0
Jan 1 2019,South Australia,A and B,0
Jan 1 2019,South Australia,Untyped,0
Jan 1 2019,Tasmania,A(H1N1)pdm09,14
Jan 1 2019,Tasmania,A(H3N2),11
Jan 1 2019,Tasmania,A(unsubtyped),27
Jan 1 2019,Tasmania,B,3
Jan 1 2019,Tasmania,C,0
Jan 1 2019,Tasmania,A and B,0
Jan 1 2019,Tasmania,Untyped,0
Jan 1 2019,Victoria,A(H1N1)pdm09,23
Jan 1 2019,Victoria,A(H3N2),31
Jan 1 2019,Victoria,A(unsubtyped),1117
Jan 1 2019,Victoria,B,68
Jan 1 2019,Victoria,C,0
Jan 1 2019,Victoria,A and B,2
Jan 1 2019,Victoria,Untyped,7
Jan 1 2019,Western Australia,A(H1N1)pdm09,78
Jan 1 2019,Western Australia,A(H3N2),157
Jan 1 2019,Western Australia,A(unsubtyped),247
Jan 1 2019,Western Australia,B,45
Jan 1 2019,Western Australia,C,0
Jan 1 2019,Western Australia,A and B,0
Jan 1 2019,Western Australia,Untyped,0
Feb 1 2019,New South Wales,A(H1N1)pdm09,167
Feb 1 2019,New South Wales,A(H3N2),138
Feb 1 2019,New South Wales,A(unsubtyped),1870
Feb 1 2019,New South Wales,B,116
Feb 1 2019,New South Wales,C,0
Feb 1 2019,New South Wales,A and B,1
Feb 1 2019,New South Wales,Untyped,0
Feb 1 2019,Northern Territory,A(H1N1)pdm09,24
Feb 1 2019,Northern Territory,A(H3N2),6
Feb 1 2019,Northern Territory,A(unsubtyped),37
Feb 1 2019,Northern Territory,B,3
Feb 1 2019,Northern Territory,C,0
Feb 1 2019,Northern Territory,A and B,0
Feb 1 2019,Northern Territory,Untyped,0
Feb 1 2019,Queensland,A(H1N1)pdm09,157
Feb 1 2019,Queensland,A(H3N2),97
Feb 1 2019,Queensland,A(unsubtyped),1607
Feb 1 2019,Queensland,B,107
Feb 1 2019,Queensland,C,0
Feb 1 2019,Queensland,A and B,0
Feb 1 2019,Queensland,Untyped,0
Feb 1 2019,South Australia,A(H1N1)pdm09,0
Feb 1 2019,South Australia,A(H3N2),0
Feb 1 2019,South Australia,A(unsubtyped),698
Feb 1 2019,South Australia,B,49
Feb 1 2019,South Australia,C,0
Feb 1 2019,South Australia,A and B,0
Feb 1 2019,South Australia,Untyped,0
Feb 1 2019,Tasmania,A(H1N1)pdm09,18
Feb 1 2019,Tasmania,A(H3N2),12
Feb 1 2019,Tasmania,A(unsubtyped),25
Feb 1 2019,Tasmania,B,0
Feb 1 2019,Tasmania,C,0
Feb 1 2019,Tasmania,A and B,0
Feb 1 2019,Tasmania,Untyped,0
Feb 1 2019,Victoria,A(H1N1)pdm09,18
Feb 1 2019,Victoria,A(H3N2),15
Feb 1 2019,Victoria,A(unsubtyped),1030
Feb 1 2019,Victoria,B,80
Feb 1 2019,Victoria,C,0
Feb 1 2019,Victoria,A and B,1
Feb 1 2019,Victoria,Untyped,9
Feb 1 2019,Western Australia,A(H1N1)pdm09,89
Feb 1 2019,Western Australia,A(H3N2),130
Feb 1 2019,Western Australia,A(unsubtyped),245
Feb 1 2019,Western Australia,B,36
Feb 1 2019,Western Australia,C,0
Feb 1 2019,Western Australia,A and B,0
Feb 1 2019,Western Australia,Untyped,0
Mar 1 2019,New South Wales,A(H1N1)pdm09,251
Mar 1 2019,New South Wales,A(H3N2),168
Mar 1 2019,New South Wales,A(unsubtyped),2695
Mar 1 2019,New South Wales,B,316
Mar 1 2019,New South Wales,C,0
Mar 1 2019,New South Wales,A and B,2
Mar 1 2019,New South Wales,Untyped,0
Mar 1 2019,Northern Territory,A(H1N1)pdm09,15
Mar 1 2019,Northern Territory,A(H3N2),8
Mar 1 2019,Northern Territory,A(unsubtyped),38
Mar 1 2019,Northern Territory,B,45
Mar 1 2019,Northern Territory,C,0
Mar 1 2019,Northern Territory,A and B,0
Mar 1 2019,Northern Territory,Untyped,0
Mar 1 2019,Queensland,A(H1N1)pdm09,226
Mar 1 2019,Queensland,A(H3N2),114
Mar 1 2019,Queensland,A(unsubtyped),2375
Mar 1 2019,Queensland,B,144
Mar 1 2019,Queensland,C,0
Mar 1 2019,Queensland,A and B,0
Mar 1 2019,Queensland,Untyped,0
Mar 1 2019,South Australia,A(H1N1)pdm09,0
Mar 1 2019,South Australia,A(H3N2),0
Mar 1 2019,South Australia,A(unsubtyped),2408
Mar 1 2019,South Australia,B,104
Mar 1 2019,South Australia,C,0
Mar 1 2019,South Australia,A and B,0
Mar 1 2019,South Australia,Untyped,0
Mar 1 2019,Tasmania,A(H1N1)pdm09,22
Mar 1 2019,Tasmania,A(H3N2),50
Mar 1 2019,Tasmania,A(unsubtyped),98
Mar 1 2019,Tasmania,B,5
Mar 1 2019,Tasmania,C,0
Mar 1 2019,Tasmania,A and B,0
Mar 1 2019,Tasmania,Untyped,0
Mar 1 2019,Victoria,A(H1N1)pdm09,27
Mar 1 2019,Victoria,A(H3N2),34
Mar 1 2019,Victoria,A(unsubtyped),2056
Mar 1 2019,Victoria,B,143
Mar 1 2019,Victoria,C,0
Mar 1 2019,Victoria,A and B,4
Mar 1 2019,Victoria,Untyped,10
Mar 1 2019,Western Australia,A(H1N1)pdm09,77
Mar 1 2019,Western Australia,A(H3N2),116
Mar 1 2019,Western Australia,A(unsubtyped),261
Mar 1 2019,Western Australia,B,53
Mar 1 2019,Western Australia,C,0
Mar 1 2019,Western Australia,A and B,0
Mar 1 2019,Western Australia,Untyped,0
Apr 1 2019,New South Wales,A(H1N1)pdm09,120
Apr 1 2019,New South Wales,A(H3N2),132
Apr 1 2019,New South Wales,A(unsubtyped),2261
Apr 1 2019,New South Wales,B,464
Apr 1 2019,New South Wales,C,0
Apr 1 2019,New South Wales,A and B,4
Apr 1 2019,New South Wales,Untyped,0
Apr 1 2019,Northern Territory,A(H1N1)pdm09,28
Apr 1 2019,Northern Territory,A(H3N2),105
Apr 1 2019,Northern Territory,A(unsubtyped),75
Apr 1 2019,Northern Territory,B,40
Apr 1 2019,Northern Territory,C,0
Apr 1 2019,Northern Territory,A and B,0
Apr 1 2019,Northern Territory,Untyped,0
Apr 1 2019,Queensland,A(H1N1)pdm09,108
Apr 1 2019,Queensland,A(H3N2),101
Apr 1 2019,Queensland,A(unsubtyped),2448
Apr 1 2019,Queensland,B,163
Apr 1 2019,Queensland,C,0
Apr 1 2019,Queensland,A and B,0
Apr 1 2019,Queensland,Untyped,0
Apr 1 2019,South Australia,A(H1N1)pdm09,0
Apr 1 2019,South Australia,A(H3N2),0
Apr 1 2019,South Australia,A(unsubtyped),5685
Apr 1 2019,South Australia,B,153
Apr 1 2019,South Australia,C,0
Apr 1 2019,South Australia,A and B,0
Apr 1 2019,South Australia,Untyped,0
Apr 1 2019,Tasmania,A(H1N1)pdm09,6
Apr 1 2019,Tasmania,A(H3N2),109
Apr 1 2019,Tasmania,A(unsubtyped),226
Apr 1 2019,Tasmania,B,7
Apr 1 2019,Tasmania,C,0
Apr 1 2019,Tasmania,A and B,0
Apr 1 2019,Tasmania,Untyped,0
